2,4,12
3,6,12
4,8,14
5,10,14
6,12,14
7,14,14
8,16,16
9,18,16
10,20,16
11,22,16
12,24,16
13,26,16
14,28,16
15,30,16
16,32,18
17,34,18
18,36,18
19,38,18
20,40,18
21,42,18
22,44,18
23,46,18
24,48,18
25,50,18
