2,4,10
3,6,12
4,8,14
5,10,16
6,12,18
7,14,20
8,16,22
9,18,24
10,20,26
11,22,28
12,24,30
13,26,32
14,28,34
15,30,36
16,32,38
17,34,40
18,36,42
19,38,44
20,40,46
21,42,48
22,44,50
23,46,52
24,48,54
25,50,56
26,52,58
27,54,60
28,56,62
29,58,64
30,60,66
31,62,68
